大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
牛津大学	University of Oxford	英国, 欧洲	USNEWS世界大学排名	2023	5	5
剑桥大学	University of Cambridge	英国, 欧洲	USNEWS世界大学排名	2023	8	8
伦敦大学学院	University College London	英国, 欧洲	USNEWS世界大学排名	2023	12	12
帝国理工学院	Imperial College London	英国, 欧洲	USNEWS世界大学排名	2023	13	13
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	USNEWS世界大学排名	2023	29	29
伦敦国王学院	King's College London	英国, 欧洲	USNEWS世界大学排名	2023	33	33
爱丁堡大学	The University of Edinburgh	英国, 欧洲	USNEWS世界大学排名	2023	34	34
阿姆斯特丹大学	University of Amsterdam	荷兰, 欧洲	USNEWS世界大学排名	2023	39	39
哥本哈根大学	University of Copenhagen	丹麦, 欧洲	USNEWS世界大学排名	2023	42	42
乌得勒支大学	Utrecht University	荷兰, 欧洲	USNEWS世界大学排名	2023	44	44
慕尼黑大学	University of Munich	德国, 欧洲	USNEWS世界大学排名	2023	47	47
索邦大学	Sorbonne University	法国, 欧洲	USNEWS世界大学排名	2023	48	48
巴黎大学	Université De Paris	法国, 欧洲	USNEWS世界大学排名	2023	48	48
鲁汶大学，佛兰德语	Ku Leuven	比利时, 欧洲	USNEWS世界大学排名	2023	50	50
卡罗林斯卡学院	Karolinska Institute	瑞典, 欧洲	USNEWS世界大学排名	2023	51	51
海德堡大学	Heidelberg University	德国, 欧洲	USNEWS世界大学排名	2023	57	57
萨克雷大学(巴黎第十一大学)	Universite Paris Saclay (university of Paris-sud, Paris 11)	法国, 欧洲	USNEWS世界大学排名	2023	60	60
柏林洪堡大学	Humboldt University of Berlin	德国, 欧洲	USNEWS世界大学排名	2023	61	61
曼彻斯特大学	The University of Manchester	英国, 欧洲	USNEWS世界大学排名	2023	63	63
伊拉兹马斯大学	Erasmus University Rotterdam	荷兰, 欧洲	USNEWS世界大学排名	2023	65	65
苏黎世大学	University of Zurich	瑞士, 欧洲	USNEWS世界大学排名	2023	67	67
巴黎综合理工学院	Ecole Polytechnique	法国, 欧洲	USNEWS世界大学排名	2023	69	69
莱顿大学	Leiden University	荷兰, 欧洲	USNEWS世界大学排名	2023	74	74
格拉斯哥大学	The University of Glasgow	英国, 欧洲	USNEWS世界大学排名	2023	74	74
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	USNEWS世界大学排名	2023	79	79
阿姆斯特丹自由大学	Vu University Amsterdam	荷兰, 欧洲	USNEWS世界大学排名	2023	82	82
巴塞罗那大学	University of Barcelona	西班牙, 欧洲	USNEWS世界大学排名	2023	86	86
柏林自由大学	Free University of Berlin	德国, 欧洲	USNEWS世界大学排名	2023	87	87
格罗宁根大学	University of Groningen	荷兰, 欧洲	USNEWS世界大学排名	2023	88	88
伯明翰大学	University of Birmingham	英国, 欧洲	USNEWS世界大学排名	2023	89	89
奥斯陆大学	University of Oslo	挪威, 欧洲	USNEWS世界大学排名	2023	89	89
瓦格宁根大学	University of Wageningen	荷兰, 欧洲	USNEWS世界大学排名	2023	89	89
布里斯托尔大学	University of Bristol	英国, 欧洲	USNEWS世界大学排名	2023	93	93
根特大学	Ghent University	比利时, 欧洲	USNEWS世界大学排名	2023	95	95
赫尔辛基大学	University of Helsinki	芬兰, 欧洲	USNEWS世界大学排名	2023	99	99
伦敦大学玛丽女王学院	Queen Mary University of London	英国, 欧洲	USNEWS世界大学排名	2023	100	100
南安普敦大学	University of Southampton	英国, 欧洲	USNEWS世界大学排名	2023	104	104
奈梅亨大学	Radboud University Nijmegen	荷兰, 欧洲	USNEWS世界大学排名	2023	106	106
