大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
华沙大学	University of Warsaw	波兰, 欧洲	计算机科学	2023	285	285
华沙工业大学	Warsaw University of Technology	波兰, 欧洲	计算机科学	2023	393	393
矿业冶金学院	Agh University of Science And Technology	波兰, 欧洲	计算机科学	2023	518	518
弗罗茨瓦夫理工大学	Wroclaw University of Technology	波兰, 欧洲	计算机科学	2023	588	588
波兹南工业大学	Poznań University of Technology	波兰, 欧洲	计算机科学	2023	612	612
西里西亚工业大学	Silesian University of Technology	波兰, 欧洲	计算机科学	2023	618	618
格但斯克工业大学	Gdansk University of Technology	波兰, 欧洲	计算机科学	2023	688	688
华氏大学	Fahrenheit Universities	波兰, 欧洲	计算机科学	2023	721	721
