大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
哈佛大学	Harvard University	美国, 北美洲	USNEWS世界大学排名	2017	1	1
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	USNEWS世界大学排名	2017	2	2
斯坦福大学	Stanford University	美国, 北美洲	USNEWS世界大学排名	2017	3	3
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	USNEWS世界大学排名	2017	4	4
加州理工学院	California Institute of Technology	美国, 北美洲	USNEWS世界大学排名	2017	5	5
普林斯顿大学	Princeton University	美国, 北美洲	USNEWS世界大学排名	2017	8	8
哥伦比亚大学	Columbia University	美国, 北美洲	USNEWS世界大学排名	2017	9	9
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	USNEWS世界大学排名	2017	10	10
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	USNEWS世界大学排名	2017	11	11
华盛顿大学-西雅图	University of Washington	美国, 北美洲	USNEWS世界大学排名	2017	11	11
芝加哥大学	University of Chicago	美国, 北美洲	USNEWS世界大学排名	2017	13	13
耶鲁大学	Yale University	美国, 北美洲	USNEWS世界大学排名	2017	14	14
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	USNEWS世界大学排名	2017	15	15
加州大学-旧金山	University of California, San Francisco	美国, 北美洲	USNEWS世界大学排名	2017	16	16
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	USNEWS世界大学排名	2017	17	17
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	USNEWS世界大学排名	2017	18	18
杜克大学	Duke University	美国, 北美洲	USNEWS世界大学排名	2017	19	19
康奈尔大学	Cornell University	美国, 北美洲	USNEWS世界大学排名	2017	22	22
加州大学-圣塔芭芭拉	University of California, Santa Barbara	美国, 北美洲	USNEWS世界大学排名	2017	24	24
西北大学，埃文斯顿	Northwestern University	美国, 北美洲	USNEWS世界大学排名	2017	25	25
华盛顿大学-圣路易斯	Washington University In St. Louis	美国, 北美洲	USNEWS世界大学排名	2017	26	26
纽约大学	New York University	美国, 北美洲	USNEWS世界大学排名	2017	27	27
加州大学-圣克鲁兹	University of California, Santa Cruz	美国, 北美洲	USNEWS世界大学排名	2017	27	27
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	USNEWS世界大学排名	2017	29	29
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	USNEWS世界大学排名	2017	30	30
波士顿大学	Boston University	美国, 北美洲	USNEWS世界大学排名	2017	32	32
科罗拉多大学-玻尔得	University of Colorado At Boulder	美国, 北美洲	USNEWS世界大学排名	2017	33	33
北卡罗来纳大学-教堂山	University of North Carolina At Chapel Hill	美国, 北美洲	USNEWS世界大学排名	2017	34	34
明尼苏达大学-双城	University of Minnesota, Twin Cities	美国, 北美洲	USNEWS世界大学排名	2017	38	38
洛克菲勒大学	Rockefeller University	美国, 北美洲	USNEWS世界大学排名	2017	39	39
马里兰大学-大学城	University of Maryland, College Park	美国, 北美洲	USNEWS世界大学排名	2017	41	41
加州大学-戴维斯	University of California, Davis	美国, 北美洲	USNEWS世界大学排名	2017	42	42
俄亥俄州立大学-哥伦布	The Ohio State University, Columbus	美国, 北美洲	USNEWS世界大学排名	2017	43	43
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	USNEWS世界大学排名	2017	47	47
匹兹堡大学	University of Pittsburgh	美国, 北美洲	USNEWS世界大学排名	2017	48	48
南加州大学	University of Southern California	美国, 北美洲	USNEWS世界大学排名	2017	53	53
宾夕法尼亚州立大学-大学城	Pennsylvania State University, University Park	美国, 北美洲	USNEWS世界大学排名	2017	56	56
莱斯大学	Rice University	美国, 北美洲	USNEWS世界大学排名	2017	61	61
范德堡大学	Vanderbilt University	美国, 北美洲	USNEWS世界大学排名	2017	63	63
加州大学-欧文	University of California, Irvine	美国, 北美洲	USNEWS世界大学排名	2017	65	65
佐治亚理工学院	Georgia Institute of Technology	美国, 北美洲	USNEWS世界大学排名	2017	66	66
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	USNEWS世界大学排名	2017	67	67
埃莫里大学	Emory University	美国, 北美洲	USNEWS世界大学排名	2017	70	70
亚利桑那大学	University of Arizona	美国, 北美洲	USNEWS世界大学排名	2017	73	73
密歇根州立大学	Michigan State University	美国, 北美洲	USNEWS世界大学排名	2017	78	78
罗格斯大学新布朗斯维克分校	Rutgers, The State University of New Jersey - New Brunswick	美国, 北美洲	USNEWS世界大学排名	2017	82	82
佛罗里达大学	University of Florida	美国, 北美洲	USNEWS世界大学排名	2017	82	82
布朗大学	Brown University	美国, 北美洲	USNEWS世界大学排名	2017	85	85
普渡大学-西拉法叶	Purdue University, West Lafayette	美国, 北美洲	USNEWS世界大学排名	2017	90	90
罗切斯特大学	University of Rochester	美国, 北美洲	USNEWS世界大学排名	2017	95	95
弗吉尼亚大学	University of Virginia	美国, 北美洲	USNEWS世界大学排名	2017	99	99
德州农工大学	Texas A&m University	美国, 北美洲	USNEWS世界大学排名	2017	105	105
西奈山医学院	Icahn School of Medicine At Mount Sinai	美国, 北美洲	USNEWS世界大学排名	2017	106	106
印第安纳大学-布鲁明顿	Indiana University Bloomington	美国, 北美洲	USNEWS世界大学排名	2017	113	113
加州大学-河滨	University of California, Riverside	美国, 北美洲	USNEWS世界大学排名	2017	113	113
马萨诸塞大学-阿默斯特	University of Massachusetts Amherst	美国, 北美洲	USNEWS世界大学排名	2017	117	117
德克萨斯大学西南医学中心	The University of Texas Southwestern Medical Center At Dallas	美国, 北美洲	USNEWS世界大学排名	2017	120	120
亚利桑那州立大学	Arizona State University	美国, 北美洲	USNEWS世界大学排名	2017	121	121
犹他大学	University of Utah	美国, 北美洲	USNEWS世界大学排名	2017	125	125
贝勒医学院	Baylor College of Medicine	美国, 北美洲	USNEWS世界大学排名	2017	127	127
爱荷华大学	University of Iowa	美国, 北美洲	USNEWS世界大学排名	2017	130	130
凯斯西储大学	Case Western Reserve University	美国, 北美洲	USNEWS世界大学排名	2017	131	131
纽约州立大学-石溪	Stony Brook University	美国, 北美洲	USNEWS世界大学排名	2017	131	131
塔夫茨大学	Tufts University	美国, 北美洲	USNEWS世界大学排名	2017	156	156
圣母玛利亚大学	University of Notre Dame	美国, 北美洲	USNEWS世界大学排名	2017	156	156
迈阿密大学	University of Miami	美国, 北美洲	USNEWS世界大学排名	2017	158	158
阿拉巴马大学-伯明翰	University of Alabama At Birmingham	美国, 北美洲	USNEWS世界大学排名	2017	162	162
佛罗里达州立大学	Florida State University	美国, 北美洲	USNEWS世界大学排名	2017	169	169
马里兰大学-巴尔的摩	University of Maryland, Baltimore	美国, 北美洲	USNEWS世界大学排名	2017	174	174
爱荷华州立大学	Iowa State University	美国, 北美洲	USNEWS世界大学排名	2017	177	177
伊利诺伊大学芝加哥分校	University of Illinois At Chicago	美国, 北美洲	USNEWS世界大学排名	2017	180	180
俄勒冈卫生科学大学	Oregon Health And Science University	美国, 北美洲	USNEWS世界大学排名	2017	182	182
田纳西大学-诺克斯维尔	University of Tennessee, Knoxville	美国, 北美洲	USNEWS世界大学排名	2017	182	182
达特茅斯学院	Dartmouth College	美国, 北美洲	USNEWS世界大学排名	2017	198	198
辛辛那提大学	University of Cincinnati	美国, 北美洲	USNEWS世界大学排名	2017	198	198
