大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	计算机科学	2017	1	1
清华大学	Tsinghua University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2017	2	2
斯坦福大学	Stanford University	美国, 北美洲	计算机科学	2017	3	3
南洋理工大学	Nanyang Technological University	新加坡, 亚洲	计算机科学	2017	4	4
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	计算机科学	2017	5	5
哈佛大学	Harvard University	美国, 北美洲	计算机科学	2017	6	6
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	计算机科学	2017	7	7
新加坡国立大学	National University of Singapore	新加坡, 亚洲	计算机科学	2017	8	8
香港城市大学	City University of Hong Kong	中国香港, 亚洲	计算机科学	2017	9	9
普林斯顿大学	Princeton University	美国, 北美洲	计算机科学	2017	10	10
华中科技大学	Huazhong University of Science And Technology	中国, 亚洲, 双一流, 985, 211, 湖北, 综合类, 公立	计算机科学	2017	11	11
香港科技大学	The Hong Kong University of Science And Technology	中国香港, 亚洲	计算机科学	2017	12	12
上海交通大学	Shanghai Jiao Tong University	中国, 亚洲, C9, 双一流, 985, 211, 上海, 综合类, 公立	计算机科学	2017	13	13
南加州大学	University of Southern California	美国, 北美洲	计算机科学	2017	13	13
浙江大学	Zhejiang University	中国, 亚洲, C9, 双一流, 985, 211, 浙江, 综合类, 公立	计算机科学	2017	15	15
佐治亚理工学院	Georgia Institute of Technology	美国, 北美洲	计算机科学	2017	16	16
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	计算机科学	2017	17	17
滑铁卢大学	University of Waterloo	加拿大, 北美洲	计算机科学	2017	18	18
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	计算机科学	2017	19	19
多伦多大学	University of Toronto	加拿大, 北美洲	计算机科学	2017	20	20
伦敦大学学院	University College London	英国, 欧洲	计算机科学	2017	21	21
香港中文大学	The Chinese University of Hong Kong	中国香港, 亚洲	计算机科学	2017	22	22
英属哥伦比亚大学	University of British Columbia	加拿大, 北美洲	计算机科学	2017	23	23
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	计算机科学	2017	24	24
剑桥大学	University of Cambridge	英国, 欧洲	计算机科学	2017	24	24
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	计算机科学	2017	26	26
洛桑联邦理工学院	Swiss Federal Institute of Technology Lausanne	瑞士, 欧洲	计算机科学	2017	27	27
帝国理工学院	Imperial College London	英国, 欧洲	计算机科学	2017	27	27
东南大学	Southeast University	中国, 亚洲, 双一流, 985, 211, 江苏, 综合类, 公立	计算机科学	2017	29	29
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	计算机科学	2017	29	29
香港理工大学	The Hong Kong Polytechnic University	中国香港, 亚洲	计算机科学	2017	31	31
鲁汶大学，佛兰德语	Ku Leuven	比利时, 欧洲	计算机科学	2017	32	32
牛津大学	University of Oxford	英国, 欧洲	计算机科学	2017	33	33
爱丁堡大学	The University of Edinburgh	英国, 欧洲	计算机科学	2017	34	34
韩国科学技术院	Korea Advanced Institute of Science And Technology	韩国, 亚洲	计算机科学	2017	35	35
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	计算机科学	2017	36	36
加泰罗尼亚理工大学	Polytechnic University of Catalonia	西班牙, 欧洲	计算机科学	2017	37	37
马里兰大学-大学城	University of Maryland, College Park	美国, 北美洲	计算机科学	2017	38	38
台湾大学	National Taiwan University	中国台湾, 亚洲	计算机科学	2017	39	39
北京邮电大学	Beijing University of Posts And Telecommunications	中国, 亚洲, 211, 北京, 理工类, 公立	计算机科学	2017	40	40
香港大学	The University of Hong Kong	中国香港, 亚洲	计算机科学	2017	41	41
北京大学	Peking University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2017	42	42
墨尔本大学	The University of Melbourne	澳大利亚, 大洋洲	计算机科学	2017	43	43
哥伦比亚大学	Columbia University	美国, 北美洲	计算机科学	2017	44	44
哈尔滨工业大学	Harbin Institute of Technology	中国, 亚洲, C9, 双一流, 985, 211, 黑龙江, 理工类, 公立	计算机科学	2017	44	44
加州大学-欧文	University of California, Irvine	美国, 北美洲	计算机科学	2017	46	46
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	计算机科学	2017	47	47
台湾成功大学	National Cheng Kung University	中国台湾, 亚洲	计算机科学	2017	48	48
阿卜杜勒阿齐兹国王大学	King Abdulaziz University	沙特, 亚洲	计算机科学	2017	49	49
华盛顿大学-西雅图	University of Washington	美国, 北美洲	计算机科学	2017	50	50
加州理工学院	California Institute of Technology	美国, 北美洲	计算机科学	2017	51	51
皇家理工学院	Kth Royal Institute of Technology	瑞典, 欧洲	计算机科学	2017	52	52
格拉纳达大学	University of Granada	西班牙, 欧洲	计算机科学	2017	53	53
电子科技大学	University of Electronic Science And Technology of China	中国, 亚洲, 双一流, 985, 211, 四川, 理工类, 公立	计算机科学	2017	54	54
康奈尔大学	Cornell University	美国, 北美洲	计算机科学	2017	55	55
普渡大学-西拉法叶	Purdue University, West Lafayette	美国, 北美洲	计算机科学	2017	56	56
米兰理工大学	Polytechnic Institute of Milan	意大利, 欧洲	计算机科学	2017	57	57
纽约大学	New York University	美国, 北美洲	计算机科学	2017	58	58
中国科学技术大学	University of Science And Technology of China	中国, 亚洲, C9, 双一流, 985, 211, 安徽, 理工类, 公立	计算机科学	2017	59	59
阿尔托大学	Aalto University	芬兰, 欧洲	计算机科学	2017	60	60
澳大利亚国立大学	The Australian National University	澳大利亚, 大洋洲	计算机科学	2017	61	61
新南威尔士大学	The University of New South Wales	澳大利亚, 大洋洲	计算机科学	2017	62	62
昆士兰大学	The University of Queensland	澳大利亚, 大洋洲	计算机科学	2017	63	63
宾夕法尼亚州立大学-大学城	Pennsylvania State University, University Park	美国, 北美洲	计算机科学	2017	64	64
代尔夫特理工大学	Delft University of Technology	荷兰, 欧洲	计算机科学	2017	65	65
北京航空航天大学	Beihang University	中国, 亚洲, 双一流, 985, 211, 北京, 理工类, 公立	计算机科学	2017	66	66
东京大学	The University of Tokyo	日本, 亚洲	计算机科学	2017	67	67
以色列理工学院	Technion-israel Institute of Technology	以色列, 亚洲	计算机科学	2017	68	68
卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology, Kit	德国, 欧洲	计算机科学	2017	69	69
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	计算机科学	2017	70	70
西安电子科技大学	Xidian University	中国, 亚洲, 211, 陕西, 理工类, 公立	计算机科学	2017	71	71
首尔国立大学	Seoul National University	韩国, 亚洲	计算机科学	2017	72	72
加州大学-戴维斯	University of California, Davis	美国, 北美洲	计算机科学	2017	72	72
西安交通大学	Xian Jiaotong University	中国, 亚洲, C9, 双一流, 985, 211, 陕西, 综合类, 公立	计算机科学	2017	74	74
亚利桑那州立大学	Arizona State University	美国, 北美洲	计算机科学	2017	75	75
明尼苏达大学-双城	University of Minnesota, Twin Cities	美国, 北美洲	计算机科学	2017	76	76
曼彻斯特大学	The University of Manchester	英国, 欧洲	计算机科学	2017	77	77
法国巴黎中央理工-高等电力学院	Centralesupelec	法国, 欧洲	计算机科学	2017	78	78
台湾交通大学	National Chiao Tung University	中国台湾, 亚洲	计算机科学	2017	79	79
悉尼大学	The University of Sydney	澳大利亚, 大洋洲	计算机科学	2017	80	80
柏林洪堡大学	Humboldt University of Berlin	德国, 欧洲	计算机科学	2017	81	81
悉尼科技大学	University of Technology Sydney	澳大利亚, 大洋洲	计算机科学	2017	82	82
埃因霍温工业大学	Eindhoven University of Technology	荷兰, 欧洲	计算机科学	2017	83	83
南京大学	Nanjing University	中国, 亚洲, C9, 双一流, 985, 211, 江苏, 综合类, 公立	计算机科学	2017	84	84
阿米尔卡比尔理工大学	Amirkabir University of Technology	伊朗, 亚洲	计算机科学	2017	85	85
阿尔伯塔大学	University of Alberta	加拿大, 北美洲	计算机科学	2017	86	86
根特大学	Ghent University	比利时, 欧洲	计算机科学	2017	87	87
台湾清华大学	National Tsing Hua University	中国台湾, 亚洲	计算机科学	2017	87	87
伦敦国王学院	King's College London	英国, 欧洲	计算机科学	2017	89	89
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	计算机科学	2017	89	89
特文特大学	University of Twente	荷兰, 欧洲	计算机科学	2017	91	91
中南大学	Central South University	中国, 亚洲, 双一流, 985, 211, 湖南, 综合类, 公立	计算机科学	2017	92	92
亚琛工业大学	Rwth Aachen University	德国, 欧洲	计算机科学	2017	93	93
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	计算机科学	2017	94	94
南安普敦大学	University of Southampton	英国, 欧洲	计算机科学	2017	95	95
罗格斯大学新布朗斯维克分校	Rutgers, The State University of New Jersey - New Brunswick	美国, 北美洲	计算机科学	2017	96	96
谢菲尔德大学	The University of Sheffield	英国, 欧洲	计算机科学	2017	96	96
密歇根州立大学	Michigan State University	美国, 北美洲	计算机科学	2017	98	98
台湾科技大学	National Taiwan University of Science And Technology	中国台湾, 亚洲	计算机科学	2017	98	98
北京交通大学	Beijing Jiaotong University	中国, 亚洲, 211, 北京, 理工类, 公立	计算机科学	2017	100	100
