大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	计算机科学	2015	1	1
哈佛大学	Harvard University	美国, 北美洲	计算机科学	2015	2	2
斯坦福大学	Stanford University	美国, 北美洲	计算机科学	2015	3	3
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	计算机科学	2015	4	4
普林斯顿大学	Princeton University	美国, 北美洲	计算机科学	2015	5	5
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	计算机科学	2015	6	6
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	计算机科学	2015	11	11
南加州大学	University of Southern California	美国, 北美洲	计算机科学	2015	12	12
佐治亚理工学院	Georgia Institute of Technology	美国, 北美洲	计算机科学	2015	13	13
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	计算机科学	2015	16	16
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	计算机科学	2015	17	17
加州大学-欧文	University of California, Irvine	美国, 北美洲	计算机科学	2015	23	23
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	计算机科学	2015	27	27
马里兰大学-大学城	University of Maryland, College Park	美国, 北美洲	计算机科学	2015	29	29
加州理工学院	California Institute of Technology	美国, 北美洲	计算机科学	2015	34	34
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	计算机科学	2015	34	34
华盛顿大学-西雅图	University of Washington	美国, 北美洲	计算机科学	2015	44	44
加州大学-戴维斯	University of California, Davis	美国, 北美洲	计算机科学	2015	48	48
哥伦比亚大学	Columbia University	美国, 北美洲	计算机科学	2015	49	49
普渡大学-西拉法叶	Purdue University, West Lafayette	美国, 北美洲	计算机科学	2015	51	51
俄亥俄州立大学-哥伦布	The Ohio State University, Columbus	美国, 北美洲	计算机科学	2015	56	56
康奈尔大学	Cornell University	美国, 北美洲	计算机科学	2015	57	57
明尼苏达大学-双城	University of Minnesota, Twin Cities	美国, 北美洲	计算机科学	2015	57	57
宾夕法尼亚州立大学-大学城	Pennsylvania State University, University Park	美国, 北美洲	计算机科学	2015	59	59
德州农工大学	Texas A&m University	美国, 北美洲	计算机科学	2015	60	60
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	计算机科学	2015	63	63
纽约大学	New York University	美国, 北美洲	计算机科学	2015	64	64
亚利桑那州立大学	Arizona State University	美国, 北美洲	计算机科学	2015	65	65
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	计算机科学	2015	67	67
罗格斯大学新布朗斯维克分校	Rutgers, The State University of New Jersey - New Brunswick	美国, 北美洲	计算机科学	2015	69	69
佛罗里达大学	University of Florida	美国, 北美洲	计算机科学	2015	72	72
芝加哥大学	University of Chicago	美国, 北美洲	计算机科学	2015	75	75
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	计算机科学	2015	76	76
莱斯大学	Rice University	美国, 北美洲	计算机科学	2015	83	83
西北大学，埃文斯顿	Northwestern University	美国, 北美洲	计算机科学	2015	84	84
北卡罗来纳大学-教堂山	University of North Carolina At Chapel Hill	美国, 北美洲	计算机科学	2015	93	93
耶鲁大学	Yale University	美国, 北美洲	计算机科学	2015	93	93
