大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
牛津大学	University of Oxford	英国, 欧洲	计算机科学	2022	5	5
剑桥大学	University of Cambridge	英国, 欧洲	计算机科学	2022	8	8
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	计算机科学	2022	9	9
洛桑联邦理工学院	Swiss Federal Institute of Technology Lausanne	瑞士, 欧洲	计算机科学	2022	10	10
帝国理工学院	Imperial College London	英国, 欧洲	计算机科学	2022	17	17
伦敦大学学院	University College London	英国, 欧洲	计算机科学	2022	22	22
爱丁堡大学	The University of Edinburgh	英国, 欧洲	计算机科学	2022	23	23
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	计算机科学	2022	29	=29
巴黎理工学院	Institut Polytechnique De Paris	法国, 欧洲	计算机科学	2022	31	31
阿姆斯特丹大学	University of Amsterdam	荷兰, 欧洲	计算机科学	2022	34	34
巴黎文理研究大学	Université Psl	法国, 欧洲	计算机科学	2022	37	=37
萨克雷大学(巴黎第十一大学)	Universite Paris Saclay (university of Paris-sud, Paris 11)	法国, 欧洲	计算机科学	2022	46	=46
米兰理工大学	Polytechnic Institute of Milan	意大利, 欧洲	计算机科学	2022	49	49
鲁汶大学，佛兰德语	Ku Leuven	比利时, 欧洲	计算机科学	2022	50	50
索邦大学	Sorbonne University	法国, 欧洲	计算机科学	2022	52	=52
皇家理工学院	Kth Royal Institute of Technology	瑞典, 欧洲	计算机科学	2022	54	54
伦敦国王学院	King's College London	英国, 欧洲	计算机科学	2022	58	=58
代尔夫特理工大学	Delft University of Technology	荷兰, 欧洲	计算机科学	2022	62	=62
莫斯科国立大学	Moscow State University	俄罗斯, 欧洲	计算机科学	2022	62	=62
埃因霍温工业大学	Eindhoven University of Technology	荷兰, 欧洲	计算机科学	2022	64	64
曼彻斯特大学	The University of Manchester	英国, 欧洲	计算机科学	2022	66	66
柏林工业大学	Technical University of Berlin	德国, 欧洲	计算机科学	2022	68	=68
维也纳工业大学	Vienna University of Technology	奥地利, 欧洲	计算机科学	2022	74	=74
华威大学	The University of Warwick	英国, 欧洲	计算机科学	2022	78	78
圣彼得堡国立信息技术、机械与光学大学	Itmo University	俄罗斯, 欧洲	计算机科学	2022	79	=79
罗马第一大学	Sapienza University of Rome	意大利, 欧洲	计算机科学	2022	79	=79
阿尔托大学	Aalto University	芬兰, 欧洲	计算机科学	2022	84	=84
亚琛工业大学	Rwth Aachen University	德国, 欧洲	计算机科学	2022	86	=86
加泰罗尼亚理工大学	Polytechnic University of Catalonia	西班牙, 欧洲	计算机科学	2022	86	=86
慕尼黑大学	University of Munich	德国, 欧洲	计算机科学	2022	89	=89
博洛尼亚大学	University of Bologna	意大利, 欧洲	计算机科学	2022	98	=98
卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology, Kit	德国, 欧洲	计算机科学	2022	98	=98
都柏林三一学院	Trinity College Dublin	爱尔兰, 欧洲	计算机科学	2022	104	=104
奥胡斯大学	Aarhus University	丹麦, 欧洲	计算机科学	2022	107	107
鲁汶大学，法语	Catholic University of Louvain	比利时, 欧洲	计算机科学	2022	108	108
查尔姆斯理工大学	Chalmers University of Technology	瑞典, 欧洲	计算机科学	2022	109	=109
布里斯托尔大学	University of Bristol	英国, 欧洲	计算机科学	2022	118	=118
阿姆斯特丹自由大学	Vu University Amsterdam	荷兰, 欧洲	计算机科学	2022	118	=118
伦敦政治经济学院	London School of Economics And Political Science	英国, 欧洲	计算机科学	2022	121	=121
达姆施塔特工业大学	Technical University Darmstadt	德国, 欧洲	计算机科学	2022	123	=123
伦敦大学玛丽女王学院	Queen Mary University of London	英国, 欧洲	计算机科学	2022	127	=127
马德里理工大学	Polytechnic University of Madrid	西班牙, 欧洲	计算机科学	2022	127	=127
都灵理工大学	Polytechnic University of Turin	意大利, 欧洲	计算机科学	2022	129	=129
苏黎世大学	University of Zurich	瑞士, 欧洲	计算机科学	2022	129	=129
哥本哈根大学	University of Copenhagen	丹麦, 欧洲	计算机科学	2022	131	=131
兰卡斯特大学	Lancaster University	英国, 欧洲	计算机科学	2022	135	=135
赫尔辛基大学	University of Helsinki	芬兰, 欧洲	计算机科学	2022	135	=135
莫斯科物理技术学院	Moscow Institute of Physics And Technology	俄罗斯, 欧洲	计算机科学	2022	137	=137
比萨大学	University of Pisa	意大利, 欧洲	计算机科学	2022	139	139
国立南特高等矿业学院	Imt Atlantique	法国, 欧洲	计算机科学	2022	140	=140
格拉斯哥大学	The University of Glasgow	英国, 欧洲	计算机科学	2022	140	=140
巴塞罗那大学	University of Barcelona	西班牙, 欧洲	计算机科学	2022	142	=142
南安普敦大学	University of Southampton	英国, 欧洲	计算机科学	2022	144	=144
奥尔堡大学	Aalborg University	丹麦, 欧洲	计算机科学	2022	151	151-200
莫斯科国立鲍曼技术大学	Bauman Moscow State Technical University	俄罗斯, 欧洲	计算机科学	2022	151	151-200
布拉格捷克理工大学	Czech Technical University In Prague	捷克, 欧洲	计算机科学	2022	151	151-200
格勒诺布尔国立综合理工学院	Grenoble Institute of Technology	法国, 欧洲	计算机科学	2022	151	151-200
俄罗斯高等经济研究大学	National Research University Higher School of Economics	俄罗斯, 欧洲	计算机科学	2022	151	151-200
柏林洪堡大学	Humboldt University of Berlin	德国, 欧洲	计算机科学	2022	151	151-200
莱顿大学	Leiden University	荷兰, 欧洲	计算机科学	2022	151	151-200
雅典国家技术大学	National Technical University of Athens	希腊, 欧洲	计算机科学	2022	151	151-200
纽卡斯尔大学，英国纽卡斯尔	Newcastle University	英国, 欧洲	计算机科学	2022	151	151-200
海德堡大学	Heidelberg University	德国, 欧洲	计算机科学	2022	151	151-200
圣彼得堡国立大学	Saint Petersburg State University	俄罗斯, 欧洲	计算机科学	2022	151	151-200
马德里卡洛斯三世大学	Universidad Carlos Iii De Madrid	西班牙, 欧洲	计算机科学	2022	151	151-200
都柏林大学学院	The University of Dublin	爱尔兰, 欧洲	计算机科学	2022	151	151-200
伯明翰大学	University of Birmingham	英国, 欧洲	计算机科学	2022	151	151-200
里斯本大学	University of Lisbon	葡萄牙, 欧洲	计算机科学	2022	151	151-200
