大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	计算机科学	2020	1	1
斯坦福大学	Stanford University	美国, 北美洲	计算机科学	2020	2	2
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	计算机科学	2020	3	3
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	计算机科学	2020	4	4
牛津大学	University of Oxford	英国, 欧洲	计算机科学	2020	5	5
剑桥大学	University of Cambridge	英国, 欧洲	计算机科学	2020	6	6
哈佛大学	Harvard University	美国, 北美洲	计算机科学	2020	7	7
洛桑联邦理工学院	Swiss Federal Institute of Technology Lausanne	瑞士, 欧洲	计算机科学	2020	8	8
苏黎世联邦理工学院	Swiss Federal Institute of Technology Zurich	瑞士, 欧洲	计算机科学	2020	9	9
多伦多大学	University of Toronto	加拿大, 北美洲	计算机科学	2020	10	10
普林斯顿大学	Princeton University	美国, 北美洲	计算机科学	2020	11	11
新加坡国立大学	National University of Singapore	新加坡, 亚洲	计算机科学	2020	12	12
清华大学	Tsinghua University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2020	13	13
帝国理工学院	Imperial College London	英国, 欧洲	计算机科学	2020	14	14
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	计算机科学	2020	15	15
南洋理工大学	Nanyang Technological University	新加坡, 亚洲	计算机科学	2020	16	16
伦敦大学学院	University College London	英国, 欧洲	计算机科学	2020	17	17
华盛顿大学-西雅图	University of Washington	美国, 北美洲	计算机科学	2020	18	18
哥伦比亚大学	Columbia University	美国, 北美洲	计算机科学	2020	19	19
康奈尔大学	Cornell University	美国, 北美洲	计算机科学	2020	19	19
纽约大学	New York University	美国, 北美洲	计算机科学	2020	19	19
北京大学	Peking University	中国, 亚洲, C9, 双一流, 985, 211, 北京, 综合类, 公立	计算机科学	2020	19	19
爱丁堡大学	The University of Edinburgh	英国, 欧洲	计算机科学	2020	23	23
滑铁卢大学	University of Waterloo	加拿大, 北美洲	计算机科学	2020	24	24
英属哥伦比亚大学	University of British Columbia	加拿大, 北美洲	计算机科学	2020	25	25
香港科技大学	The Hong Kong University of Science And Technology	中国香港, 亚洲	计算机科学	2020	26	26
佐治亚理工学院	Georgia Institute of Technology	美国, 北美洲	计算机科学	2020	27	27
东京大学	The University of Tokyo	日本, 亚洲	计算机科学	2020	28	28
加州理工学院	California Institute of Technology	美国, 北美洲	计算机科学	2020	29	29
香港中文大学	The Chinese University of Hong Kong	中国香港, 亚洲	计算机科学	2020	30	30
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	计算机科学	2020	31	31
墨尔本大学	The University of Melbourne	澳大利亚, 大洋洲	计算机科学	2020	32	32
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	计算机科学	2020	33	33
上海交通大学	Shanghai Jiao Tong University	中国, 亚洲, C9, 双一流, 985, 211, 上海, 综合类, 公立	计算机科学	2020	34	34
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	计算机科学	2020	35	35
韩国科学技术院	Korea Advanced Institute of Science And Technology	韩国, 亚洲	计算机科学	2020	36	36
慕尼黑工业大学	Technical University of Munich	德国, 欧洲	计算机科学	2020	36	36
香港大学	The University of Hong Kong	中国香港, 亚洲	计算机科学	2020	38	38
巴黎文理研究大学	Université Psl	法国, 欧洲	计算机科学	2020	39	39
米兰理工大学	Polytechnic Institute of Milan	意大利, 欧洲	计算机科学	2020	40	40
澳大利亚国立大学	The Australian National University	澳大利亚, 大洋洲	计算机科学	2020	41	41
悉尼大学	The University of Sydney	澳大利亚, 大洋洲	计算机科学	2020	42	42
皇家理工学院	Kth Royal Institute of Technology	瑞典, 欧洲	计算机科学	2020	43	43
南加州大学	University of Southern California	美国, 北美洲	计算机科学	2020	44	44
阿姆斯特丹大学	University of Amsterdam	荷兰, 欧洲	计算机科学	2020	45	45
耶鲁大学	Yale University	美国, 北美洲	计算机科学	2020	46	46
芝加哥大学	University of Chicago	美国, 北美洲	计算机科学	2020	47	47
首尔国立大学	Seoul National University	韩国, 亚洲	计算机科学	2020	48	48
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	计算机科学	2020	48	48
马里兰大学-大学城	University of Maryland, College Park	美国, 北美洲	计算机科学	2020	50	50
奥胡斯大学	Aarhus University	丹麦, 欧洲	计算机科学	2020	51	51-100
波士顿大学	Boston University	美国, 北美洲	计算机科学	2020	51	51-100
香港城市大学	City University of Hong Kong	中国香港, 亚洲	计算机科学	2020	51	51-100
代尔夫特理工大学	Delft University of Technology	荷兰, 欧洲	计算机科学	2020	51	51-100
杜克大学	Duke University	美国, 北美洲	计算机科学	2020	51	51-100
巴黎综合理工学院	Ecole Polytechnique	法国, 欧洲	计算机科学	2020	51	51-100
埃因霍温工业大学	Eindhoven University of Technology	荷兰, 欧洲	计算机科学	2020	51	51-100
复旦大学	Fudan University	中国, 亚洲, C9, 双一流, 985, 211, 上海, 综合类, 公立	计算机科学	2020	51	51-100
印度理工学院-孟买	Indian Institute of Technology Bombay	印度, 亚洲	计算机科学	2020	51	51-100
印度理工学院-德里	Indian Institute of Technology Delhi	印度, 亚洲	计算机科学	2020	51	51-100
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	计算机科学	2020	51	51-100
鲁汶大学，佛兰德语	Ku Leuven	比利时, 欧洲	计算机科学	2020	51	51-100
阿卜杜勒阿齐兹国王大学	King Abdulaziz University	沙特, 亚洲	计算机科学	2020	51	51-100
伦敦国王学院	King's College London	英国, 欧洲	计算机科学	2020	51	51-100
卡尔斯鲁厄理工学院	Karlsruhe Institute of Technology, Kit	德国, 欧洲	计算机科学	2020	51	51-100
高丽大学	Korea University	韩国, 亚洲	计算机科学	2020	51	51-100
京都大学	Kyoto University	日本, 亚洲	计算机科学	2020	51	51-100
莫斯科国立大学	Moscow State University	俄罗斯, 欧洲	计算机科学	2020	51	51-100
慕尼黑大学	University of Munich	德国, 欧洲	计算机科学	2020	51	51-100
麦吉尔大学	Mcgill University	加拿大, 北美洲	计算机科学	2020	51	51-100
莫纳什大学	Monash University	澳大利亚, 大洋洲	计算机科学	2020	51	51-100
台湾大学	National Taiwan University	中国台湾, 亚洲	计算机科学	2020	51	51-100
都灵理工大学	Polytechnic University of Turin	意大利, 欧洲	计算机科学	2020	51	51-100
普渡大学-西拉法叶	Purdue University, West Lafayette	美国, 北美洲	计算机科学	2020	51	51-100
亚琛工业大学	Rwth Aachen University	德国, 欧洲	计算机科学	2020	51	51-100
罗马第一大学	Sapienza University of Rome	意大利, 欧洲	计算机科学	2020	51	51-100
索邦大学	Sorbonne University	法国, 欧洲	计算机科学	2020	51	51-100
成均馆大学	Sungkyunkwan University	韩国, 亚洲	计算机科学	2020	51	51-100
柏林工业大学	Technical University of Berlin	德国, 欧洲	计算机科学	2020	51	51-100
维也纳工业大学	Vienna University of Technology	奥地利, 欧洲	计算机科学	2020	51	51-100
香港理工大学	The Hong Kong Polytechnic University	中国香港, 亚洲	计算机科学	2020	51	51-100
奥克兰大学，新西兰	The University of Auckland	新西兰, 大洋洲	计算机科学	2020	51	51-100
曼彻斯特大学	The University of Manchester	英国, 欧洲	计算机科学	2020	51	51-100
新南威尔士大学	The University of New South Wales	澳大利亚, 大洋洲	计算机科学	2020	51	51-100
昆士兰大学	The University of Queensland	澳大利亚, 大洋洲	计算机科学	2020	51	51-100
东京工业大学	Tokyo Institute of Technology	日本, 亚洲	计算机科学	2020	51	51-100
都柏林三一学院	Trinity College Dublin	爱尔兰, 欧洲	计算机科学	2020	51	51-100
智利大学	University of Chile	智利, 南美洲	计算机科学	2020	51	51-100
圣保罗大学	University of Sao Paulo	巴西, 南美洲	计算机科学	2020	51	51-100
博洛尼亚大学	University of Bologna	意大利, 欧洲	计算机科学	2020	51	51-100
加泰罗尼亚理工大学	Polytechnic University of Catalonia	西班牙, 欧洲	计算机科学	2020	51	51-100
鲁汶大学，法语	Catholic University of Louvain	比利时, 欧洲	计算机科学	2020	51	51-100
蒙特利尔大学	University of Montreal	加拿大, 北美洲	计算机科学	2020	51	51-100
马来亚大学	University of Malaya	马来西亚, 亚洲	计算机科学	2020	51	51-100
阿尔伯塔大学	University of Alberta	加拿大, 北美洲	计算机科学	2020	51	51-100
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	计算机科学	2020	51	51-100
中国科学技术大学	University of Science And Technology of China	中国, 亚洲, C9, 双一流, 985, 211, 安徽, 理工类, 公立	计算机科学	2020	51	51-100
悉尼科技大学	University of Technology Sydney	澳大利亚, 大洋洲	计算机科学	2020	51	51-100
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	计算机科学	2020	51	51-100
浙江大学	Zhejiang University	中国, 亚洲, C9, 双一流, 985, 211, 浙江, 综合类, 公立	计算机科学	2020	51	51-100
