大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
麻省理工学院	Massachusetts Institute of Technology, MIT	美国, 北美洲	QS世界大学排名	2021	1	1
斯坦福大学	Stanford University	美国, 北美洲	QS世界大学排名	2021	2	2
哈佛大学	Harvard University	美国, 北美洲	QS世界大学排名	2021	3	3
加州理工学院	California Institute of Technology	美国, 北美洲	QS世界大学排名	2021	4	4
芝加哥大学	University of Chicago	美国, 北美洲	QS世界大学排名	2021	9	9
普林斯顿大学	Princeton University	美国, 北美洲	QS世界大学排名	2021	12	12
宾夕法尼亚大学	University of Pennsylvania	美国, 北美洲	QS世界大学排名	2021	16	16
耶鲁大学	Yale University	美国, 北美洲	QS世界大学排名	2021	17	17
康奈尔大学	Cornell University	美国, 北美洲	QS世界大学排名	2021	18	18
哥伦比亚大学	Columbia University	美国, 北美洲	QS世界大学排名	2021	19	19
密歇根大学-安娜堡	University of Michigan-ann Arbor	美国, 北美洲	QS世界大学排名	2021	21	21
约翰霍普金斯大学	Johns Hopkins University	美国, 北美洲	QS世界大学排名	2021	25	25
西北大学，埃文斯顿	Northwestern University	美国, 北美洲	QS世界大学排名	2021	29	29
加州大学-伯克利	University of California, Berkeley	美国, 北美洲	QS世界大学排名	2021	30	30
纽约大学	New York University	美国, 北美洲	QS世界大学排名	2021	35	35
加州大学-洛杉矶	University of California, Los Angeles	美国, 北美洲	QS世界大学排名	2021	36	36
杜克大学	Duke University	美国, 北美洲	QS世界大学排名	2021	42	42
卡内基梅隆大学	Carnegie Mellon University	美国, 北美洲	QS世界大学排名	2021	51	51
加州大学-圣地亚哥	University of California, San Diego	美国, 北美洲	QS世界大学排名	2021	54	54
布朗大学	Brown University	美国, 北美洲	QS世界大学排名	2021	60	60
威斯康星大学-麦迪逊	University of Wisconsin, Madison	美国, 北美洲	QS世界大学排名	2021	65	65
德克萨斯州大学-奥斯汀	The University of Texas At Austin	美国, 北美洲	QS世界大学排名	2021	71	71
华盛顿大学-西雅图	University of Washington	美国, 北美洲	QS世界大学排名	2021	72	72
佐治亚理工学院	Georgia Institute of Technology	美国, 北美洲	QS世界大学排名	2021	80	80
伊利诺伊大学厄巴纳-香槟分校	University of Illinois At Urbana-champaign	美国, 北美洲	QS世界大学排名	2021	82	82
莱斯大学	Rice University	美国, 北美洲	QS世界大学排名	2021	89	89
北卡罗来纳大学-教堂山	University of North Carolina At Chapel Hill	美国, 北美洲	QS世界大学排名	2021	95	95
宾夕法尼亚州立大学-大学城	Pennsylvania State University, University Park	美国, 北美洲	QS世界大学排名	2021	101	101
华盛顿大学-圣路易斯	Washington University In St. Louis	美国, 北美洲	QS世界大学排名	2021	105	105
俄亥俄州立大学-哥伦布	The Ohio State University, Columbus	美国, 北美洲	QS世界大学排名	2021	108	108
普渡大学-西拉法叶	Purdue University, West Lafayette	美国, 北美洲	QS世界大学排名	2021	109	109
波士顿大学	Boston University	美国, 北美洲	QS世界大学排名	2021	110	110
加州大学-戴维斯	University of California, Davis	美国, 北美洲	QS世界大学排名	2021	112	112
南加州大学	University of Southern California	美国, 北美洲	QS世界大学排名	2021	121	121
