大学名称	大学英文名称	大学标签	排名名称	年份	当前排名（取整）	当前排名（原始数据）
赫尔辛基大学	University of Helsinki	芬兰, 欧洲	QS世界大学排名	2019	110	110
阿尔托大学	Aalto University	芬兰, 欧洲	QS世界大学排名	2019	140	140
图尔库大学	University of Turku	芬兰, 欧洲	QS世界大学排名	2019	285	=285
于韦斯屈莱大学	University of Jyvaskyla	芬兰, 欧洲	QS世界大学排名	2019	336	=336
坦佩雷理工大学	Tampere University of Technology	芬兰, 欧洲	QS世界大学排名	2019	366	366
奥卢大学	University of Oulu	芬兰, 欧洲	QS世界大学排名	2019	376	=376
东芬兰大学	University of Eastern Finland	芬兰, 欧洲	QS世界大学排名	2019	481	=481
拉普兰塔理工大学	Lappeenranta University of Technology	芬兰, 欧洲	QS世界大学排名	2019	521	521-530
埃博学术大学	Bo Akademi University	芬兰, 欧洲	QS世界大学排名	2019	531	531-540
坦佩雷大学	University of Tampere	芬兰, 欧洲	QS世界大学排名	2019	601	601-650
